loss,accuracy,val_loss,val_accuracy,lr
0.07686488330364227,1.0,0.7196145057678223,0.8200691938400269,0.001
0.0019802390597760677,1.0,0.7646317481994629,0.8166090250015259,0.001
0.0007437987369485199,1.0,0.7423567175865173,0.8166090250015259,0.001
0.0008907612063921988,1.0,0.7472344636917114,0.8166090250015259,0.001
0.000311924988636747,1.0,0.7605783343315125,0.8166090250015259,0.001
0.0003076503344345838,1.0,0.8106222748756409,0.8166090250015259,0.001
0.0006399148842319846,1.0,0.8575608730316162,0.8166090250015259,0.001
0.0009749383898451924,1.0,0.854875922203064,0.8166090250015259,0.001
0.0004783100448548794,1.0,0.8820655345916748,0.8166090250015259,0.001
0.000437056936789304,1.0,0.9601318836212158,0.8166090250015259,0.001
0.00047501063090749085,1.0,0.971549928188324,0.8200691938400269,0.001
0.000329329603118822,1.0,0.9886773228645325,0.8200691938400269,0.001
0.0002041942934738472,1.0,0.98541659116745,0.8200691938400269,0.001
0.00032497456413693726,1.0,1.0079035758972168,0.8200691938400269,0.001
0.00012300316302571446,1.0,1.050748586654663,0.8235294222831726,0.001
0.0002334924938622862,1.0,1.0634329319000244,0.8269895911216736,0.001
0.0002820012450683862,1.0,1.1024969816207886,0.8269895911216736,0.001
0.0005580969154834747,1.0,1.2429685592651367,0.8269895911216736,0.001
0.00035185678279958665,1.0,1.4319003820419312,0.8269895911216736,0.001
0.00043621539953164756,1.0,1.4361060857772827,0.8269895911216736,0.001
0.0002877690421883017,1.0,0.8617498874664307,0.8269895911216736,0.001
0.000898942060302943,1.0,0.816569447517395,0.8304498195648193,0.001
0.0006127047236077487,1.0,1.0930577516555786,0.8304498195648193,0.001
0.0001711505901766941,1.0,1.3895467519760132,0.8304498195648193,0.001
0.0001864838704932481,1.0,1.5679352283477783,0.8269895911216736,0.001
0.00019128512940369546,1.0,1.623436450958252,0.8269895911216736,0.001
8.721643825992942e-05,1.0,1.6449832916259766,0.8269895911216736,0.001
0.00015535092097707093,1.0,1.6387851238250732,0.8269895911216736,0.001
7.767063652863726e-05,1.0,1.5403144359588623,0.8235294222831726,0.001
3.5096443752991036e-05,1.0,1.5098872184753418,0.8235294222831726,0.001
5.958076144452207e-05,1.0,1.5006040334701538,0.8269895911216736,0.001
3.104879942839034e-05,1.0,1.4987332820892334,0.8269895911216736,0.001
3.517770892358385e-05,1.0,1.4979863166809082,0.8269895911216736,0.001
5.2915012929588556e-05,1.0,1.496636152267456,0.8269895911216736,0.001
2.9019034627708606e-05,1.0,1.4749144315719604,0.8269895911216736,0.001
3.153261786792427e-05,1.0,1.4523708820343018,0.8304498195648193,0.001
3.0202809284674004e-05,1.0,1.3961639404296875,0.8304498195648193,0.001
2.4926977857830934e-05,1.0,1.3348870277404785,0.8269895911216736,0.001
3.488983566057868e-05,1.0,1.3585718870162964,0.8269895911216736,0.001
3.1538358598481864e-05,1.0,1.4230904579162598,0.8269895911216736,0.001
2.3084363419911824e-05,1.0,1.4434016942977905,0.8269895911216736,0.001
3.227817069273442e-05,1.0,1.4128481149673462,0.8269895911216736,0.001
7.377452857326716e-05,1.0,1.4868769645690918,0.8269895911216736,0.001
3.71769092453178e-05,1.0,1.5136160850524902,0.8269895911216736,0.001
4.283757880330086e-05,1.0,1.5337541103363037,0.8304498195648193,0.001
2.0706744180643e-05,1.0,1.5081498622894287,0.8269895911216736,0.001
3.115207073278725e-05,1.0,1.5020965337753296,0.8269895911216736,0.001
3.6105957406107336e-05,1.0,1.5127081871032715,0.8304498195648193,0.001
5.730612247134559e-05,1.0,1.4991520643234253,0.8304498195648193,0.001
3.110829129582271e-05,1.0,1.4340962171554565,0.8269895911216736,0.001
2.2458043531514704e-05,1.0,1.2301639318466187,0.8304498195648193,0.001
3.810806811088696e-05,1.0,1.2728978395462036,0.8304498195648193,0.001
4.905127207166515e-05,1.0,1.3915766477584839,0.8304498195648193,0.001
1.8766986613627523e-05,1.0,1.3847689628601074,0.8304498195648193,0.001
1.2861953109677415e-05,1.0,1.3485546112060547,0.8304498195648193,0.001
2.391528687439859e-05,1.0,1.3605353832244873,0.8304498195648193,0.001
9.49105105974013e-06,1.0,1.3776496648788452,0.8304498195648193,0.001
3.726696377270855e-05,1.0,1.434708595275879,0.8269895911216736,0.001
1.3390939784585498e-05,1.0,1.5298794507980347,0.8269895911216736,0.001
2.9519964300561696e-05,1.0,1.5315024852752686,0.8269895911216736,0.001
4.548858851194382e-05,1.0,1.5208020210266113,0.8269895911216736,0.001
2.275097904202994e-05,1.0,1.4934955835342407,0.8269895911216736,0.001
1.4091358934820164e-05,1.0,1.4297914505004883,0.8269895911216736,0.001
4.606961374520324e-05,1.0,1.38554847240448,0.8269895911216736,0.001
4.857573367189616e-05,1.0,1.375097632408142,0.8304498195648193,0.001
1.4193914466886781e-05,1.0,1.526597261428833,0.8269895911216736,0.001
6.637105252593756e-05,1.0,1.5145339965820312,0.8269895911216736,0.001
2.449496605549939e-05,1.0,1.4553649425506592,0.8269895911216736,0.001
1.1271379662503023e-05,1.0,1.4190973043441772,0.8269895911216736,0.001
1.2104644156352151e-05,1.0,1.4028056859970093,0.8269895911216736,0.001
1.3986170415591914e-05,1.0,1.3768106698989868,0.8269895911216736,0.001
5.685834548785351e-05,1.0,1.4052621126174927,0.8269895911216736,0.001
0.0007227403111755848,1.0,1.3479105234146118,0.8304498195648193,0.001
0.003384513547644019,1.0,2.4284815788269043,0.8200691938400269,0.001
0.0004913356970064342,1.0,0.5253843665122986,0.858131468296051,0.001
0.0004022019274998456,1.0,0.027542339637875557,0.9930796027183533,0.001
7.111253216862679e-05,1.0,0.040242500603199005,0.9896193742752075,0.001
0.0002021679247263819,1.0,0.033127836883068085,0.9930796027183533,0.001
4.9408950872020796e-05,1.0,0.1188439205288887,0.9377162456512451,0.001
4.6042201574891806e-05,1.0,0.2596342861652374,0.8373702168464661,0.001
1.816550320654642e-05,1.0,0.4385569393634796,0.8269895911216736,0.001
2.4782792024780065e-05,1.0,0.6219093203544617,0.8269895911216736,0.001
2.6764600988826714e-05,1.0,0.7643569111824036,0.8235294222831726,0.001
2.769445927697234e-05,1.0,0.8719052076339722,0.8235294222831726,0.001
0.0001820040779421106,1.0,0.964195728302002,0.8235294222831726,0.001
3.6850218748440966e-05,1.0,1.0210866928100586,0.8235294222831726,0.001
0.0009729868033900857,1.0,1.018555998802185,0.8304498195648193,0.001
0.0024341056123375893,1.0,3.1537787914276123,0.8235294222831726,0.001
0.0014154007658362389,1.0,31.550355911254883,0.1833910048007965,0.001
0.0006182743818499148,1.0,9.271811485290527,0.18685121834278107,0.001
0.00016213563503697515,1.0,0.026184339076280594,0.9896193742752075,0.001
2.9429533242364414e-05,1.0,0.07601603120565414,0.9723183512687683,0.001
4.2502291762502864e-05,1.0,0.5217280983924866,0.8477508425712585,0.001
4.4605731090996414e-05,1.0,0.7158052325248718,0.8408304452896118,0.001
4.446090315468609e-05,1.0,0.8182220458984375,0.8339100480079651,0.001
0.00010746175394160673,1.0,0.9010173678398132,0.8339100480079651,0.001
5.6232180213555694e-05,1.0,0.9608043432235718,0.8339100480079651,0.001
6.645859684795141e-05,1.0,1.0029120445251465,0.8339100480079651,0.001
2.89024792436976e-05,1.0,1.0413033962249756,0.8339100480079651,0.001
3.397652108105831e-05,1.0,1.06949782371521,0.8339100480079651,0.001
3.0092620363575406e-05,1.0,1.102857232093811,0.8339100480079651,0.001
2.4774170015007257e-05,1.0,1.1273375749588013,0.8339100480079651,0.001
2.65446742560016e-05,1.0,1.1534268856048584,0.8339100480079651,0.001
0.000715548696462065,1.0,1.1755058765411377,0.8304498195648193,0.001
0.00017561177082825452,1.0,0.9898091554641724,0.8442906737327576,0.001
0.001130825956352055,1.0,1.1279364824295044,0.8304498195648193,0.001
0.00017516060324851424,1.0,1.1761846542358398,0.8269895911216736,0.001
0.00013300914724823087,1.0,1.2196201086044312,0.8269895911216736,0.001
5.588562635239214e-05,1.0,1.2683004140853882,0.8269895911216736,0.001
7.423640636261553e-05,1.0,1.3025692701339722,0.8269895911216736,0.001
6.508113438030705e-05,1.0,1.3171428442001343,0.8269895911216736,0.001
0.00011753405124181882,1.0,1.3326661586761475,0.8269895911216736,0.001
2.6972125851898454e-05,1.0,1.3305249214172363,0.8269895911216736,0.001
6.20678038103506e-05,1.0,1.3304111957550049,0.8304498195648193,0.001
1.850784246926196e-05,1.0,1.3307254314422607,0.8304498195648193,0.001
4.912869553663768e-05,1.0,1.3334240913391113,0.8304498195648193,0.001
5.068834434496239e-05,1.0,1.3403815031051636,0.8304498195648193,0.001
4.88630794279743e-05,1.0,1.3370375633239746,0.8304498195648193,0.001
0.00015927721688058227,1.0,1.348430871963501,0.8304498195648193,0.001
3.3294407330686226e-05,1.0,1.314385175704956,0.8304498195648193,0.001
4.663832805817947e-05,1.0,1.2864062786102295,0.8304498195648193,0.001
4.69261831312906e-05,1.0,1.2779316902160645,0.8304498195648193,0.001
9.9522752861958e-05,1.0,1.2806354761123657,0.8304498195648193,0.001
0.00022441883629653603,1.0,1.315045714378357,0.8304498195648193,0.001
3.9720413042232394e-05,1.0,1.3504060506820679,0.8304498195648193,0.001
2.8560712962644175e-05,1.0,1.3589704036712646,0.8304498195648193,0.001
1.7560778360348195e-05,1.0,1.3588919639587402,0.8304498195648193,0.001
5.4136857215780765e-05,1.0,1.3539248704910278,0.8304498195648193,0.0005
2.6472638637642376e-05,1.0,1.3562922477722168,0.8304498195648193,0.0005
2.6005667677964084e-05,1.0,1.3601951599121094,0.8269895911216736,0.0005
2.9375911253737286e-05,1.0,1.3577642440795898,0.8269895911216736,0.0005
4.339576116763055e-05,1.0,1.35948646068573,0.8304498195648193,0.0005
0.0001146843351307325,1.0,1.356764793395996,0.8304498195648193,0.0005
2.6090379833476618e-05,1.0,1.3149805068969727,0.8339100480079651,0.0005
2.474104257998988e-05,1.0,1.3013967275619507,0.8304498195648193,0.0005
2.6442345188115723e-05,1.0,1.2997479438781738,0.8304498195648193,0.0005
4.126635394641198e-05,1.0,1.301113486289978,0.8304498195648193,0.0005
2.005473834287841e-05,1.0,1.3153175115585327,0.8304498195648193,0.0005
4.791355240740813e-05,1.0,1.3185707330703735,0.8304498195648193,0.0005
1.8892858861363493e-05,1.0,1.3202730417251587,0.8304498195648193,0.0005
2.9317174266907386e-05,1.0,1.321631669998169,0.8304498195648193,0.0005
3.275202834629454e-05,1.0,1.3214507102966309,0.8304498195648193,0.0005
2.395647607045248e-05,1.0,1.3314743041992188,0.8304498195648193,0.0005
1.5807620002306066e-05,1.0,1.3337304592132568,0.8304498195648193,0.0005
2.01991406356683e-05,1.0,1.3345297574996948,0.8304498195648193,0.0005
1.2173160030215513e-05,1.0,1.3321900367736816,0.8304498195648193,0.0005
3.71578244084958e-05,1.0,1.3332055807113647,0.8304498195648193,0.0005
1.6514488379471004e-05,1.0,1.3443293571472168,0.8304498195648193,0.0005
4.561495370580815e-05,1.0,1.34828519821167,0.8304498195648193,0.0005
1.904749842651654e-05,1.0,1.3504544496536255,0.8304498195648193,0.0005
2.1820633264724165e-05,1.0,1.3512070178985596,0.8304498195648193,0.0005
1.1794615602411795e-05,1.0,1.3564844131469727,0.8304498195648193,0.0005
1.7241338355233893e-05,1.0,1.355391263961792,0.8304498195648193,0.0005
1.948532008100301e-05,1.0,1.3609755039215088,0.8304498195648193,0.0005
3.1571806175634265e-05,1.0,1.3608992099761963,0.8304498195648193,0.0005
1.083698862203164e-05,1.0,1.364748239517212,0.8304498195648193,0.0005
1.0268500773236156e-05,1.0,1.365067958831787,0.8304498195648193,0.0005
